Win,Score,Spread,Top,Bottom,Tcon,Bcon,Twin,Bwin,Tloss,Bloss,Trpi,Brpi,Tbpi_o,Bbpi_o,Tbpi_n,Bbpi_n,Tbpi_r,Bbpi_r,Tken_o,Bken_o,Tken_n,Bken_n,Tken_r,Bken_r,Toff,Boff,Tdef,Bdef,Tsos,Bsos,T12,B12,Tvs50,Bvs50,Tw50,Bw50,Tl50,Bl50,Tvs150,Bvs150,Tw150,Bw150,Tl150,Bl150,Tstr,Bstr,This,Bhis,Tseed,Bseed
0,-6,-7.5,Iowa,Tennessee,0.5665,0.5652,22,29,11,5,0.5667,0.644,0,0,10.3,17.2,37,8,0,0,15.96,26.98,36,8,117.2,122.5,101.2,95.5,0.5428,0.5709,6,8,-2,7,3,6,8,5,11,10,11,10,0,0,6,19,43.373,62.382,10,2
1,22,11.5,North Carolina,Washington,0.5672,0.5304,27,26,6,8,0.6532,0.6064,0,0,19.3,8.4,5,51,0,0,29.17,13.37,6,51,119.9,107,90.7,93.6,0.6039,0.5552,10,8,15,-5,10,1,5,7,9,15,9,10,0,1,8,12,370,4.459,1,9
1,14,2,Auburn,Kansas,0.5652,0.5826,26,25,9,9,0.6189,0.6559,0,0,15.6,13.5,12,19,0,0,23.33,20.71,13,20,119.6,112.7,96.2,92,0.5787,0.6179,10,8,5,13,5,10,5,7,7,2,7,2,0,0,8,10,62.397,375,5,4
0,-15,-6.5,Ohio St,Houston,0.5665,0.5456,19,31,14,3,0.5567,0.6481,0,0,9.9,14.8,40,14,0,0,15.08,22.42,45,15,109.3,114.1,94.2,91.7,0.561,0.5638,5,10,-6,11,2,7,10,3,18,8,8,8,2,0,6,15,82.794,83.344,11,3
0,-6,-5.5,Wofford,Kentucky,0.5057,0.5652,28,27,4,6,0.6126,0.6426,0,0,14.1,17.7,17,7,0,0,20.71,27.41,19,7,118.4,118.2,97.6,90.8,0.5205,0.5878,12,9,2,13,3,9,4,5,17,8,17,8,0,0,20,10,4.863,290,7,2
0,0,0,p,i,16,9,16,9,16,9,16,9,0,0,16,9,16,9,0,0,16,9,16,9,16,9,16,9,16,9,16,9,16,9,16,9,16,9,96,54,16,9,16,9,16,9,16,9,16,9
0,0,0,l,m,12,13,12,13,12,13,12,13,0,0,12,13,12,13,0,0,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,72,78,12,13,12,13,12,13,12,13,12,13
0,0,0,k,n,11,14,11,14,11,14,11,14,0,0,11,14,11,14,0,0,11,14,11,14,11,14,11,14,11,14,11,14,11,14,11,14,11,14,66,84,11,14,11,14,11,14,11,14,11,14
0,0,0,j,o,10,15,10,15,10,15,10,15,0,0,10,15,10,15,0,0,10,15,10,15,10,15,10,15,10,15,10,15,10,15,10,15,10,15,60,90,10,15,10,15,10,15,10,15,10,15
0,0,0,p,i,16,9,16,9,16,9,16,9,0,0,16,9,16,9,0,0,16,9,16,9,16,9,16,9,16,9,16,9,16,9,16,9,16,9,96,54,16,9,16,9,16,9,16,9,16,9
0,0,0,l,m,12,13,12,13,12,13,12,13,0,0,12,13,12,13,0,0,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,72,78,12,13,12,13,12,13,12,13,12,13
0,0,0,k,n,11,14,11,14,11,14,11,14,0,0,11,14,11,14,0,0,11,14,11,14,11,14,11,14,11,14,11,14,11,14,11,14,11,14,66,84,11,14,11,14,11,14,11,14,11,14
0,0,0,j,o,10,15,10,15,10,15,10,15,0,0,10,15,10,15,0,0,10,15,10,15,10,15,10,15,10,15,10,15,10,15,10,15,10,15,60,90,10,15,10,15,10,15,10,15,10,15
0,0,0,p,i,16,9,16,9,16,9,16,9,0,0,16,9,16,9,0,0,16,9,16,9,16,9,16,9,16,9,16,9,16,9,16,9,16,9,96,54,16,9,16,9,16,9,16,9,16,9
0,0,0,l,m,12,13,12,13,12,13,12,13,0,0,12,13,12,13,0,0,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,72,78,12,13,12,13,12,13,12,13,12,13
0,0,0,k,n,11,14,11,14,11,14,11,14,0,0,11,14,11,14,0,0,11,14,11,14,11,14,11,14,11,14,11,14,11,14,11,14,11,14,66,84,11,14,11,14,11,14,11,14,11,14
0,0,0,j,o,10,15,10,15,10,15,10,15,0,0,10,15,10,15,0,0,10,15,10,15,10,15,10,15,10,15,10,15,10,15,10,15,10,15,60,90,10,15,10,15,10,15,10,15,10,15
0,0,0,p,i,16,9,16,9,16,9,16,9,0,0,16,9,16,9,0,0,16,9,16,9,16,9,16,9,16,9,16,9,16,9,16,9,16,9,96,54,16,9,16,9,16,9,16,9,16,9
0,0,0,l,m,12,13,12,13,12,13,12,13,0,0,12,13,12,13,0,0,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,12,13,72,78,12,13,12,13,12,13,12,13,12,13
0,0,0,k,n,11,14,11,14,11,14,11,14,0,0,11,14,11,14,0,0,11,14,11,14,11,14,11,14,11,14,11,14,11,14,11,14,11,14,66,84,11,14,11,14,11,14,11,14,11,14
0,0,0,j,o,10,15,10,15,10,15,10,15,0,0,10,15,10,15,0,0,10,15,10,15,10,15,10,15,10,15,10,15,10,15,10,15,10,15,60,90,10,15,10,15,10,15,10,15,10,15
